Date,Type,Title,Info,Currency,Amount,"Fees & Taxes",Net,"Tax Details"
"November 9, 2025",Tax,"Sales tax paid by buyer","Order #3855342527",USD,--,-$8.07,-$8.07,--
"November 9, 2025",Fee,"Processing fee","Order #3855342527",USD,--,-$1.59,-$1.59,--
"November 9, 2025",Sale,"Payment for Order #3855342527",,USD,$44.73,--,$44.73,--
"November 9, 2025",Fee,"Listing fee","Listing #4389560293",USD,--,-$0.20,-$0.20,--
"November 9, 2025",Fee,"Listing fee","Listing #4389560293",USD,--,-$0.20,-$0.20,--
"November 9, 2025",Fee,"Transaction fee: Shipping","Order #3855188317",USD,--,-$0.42,-$0.42,--
"November 9, 2025",Fee,"Transaction fee: Rotating Photo Reel | Polaroid & Instax ...","Order #3855188317",USD,--,-$1.60,-$1.60,--
"November 9, 2025",Tax,"Sales tax paid by buyer","Order #3855188317",USD,--,-$3.27,-$3.27,--
"November 9, 2025",Sale,"Payment for Order #3855188317",,USD,$34.43,--,$34.43,--
"November 9, 2025",Fee,"Processing fee","Order #3855188317",USD,--,-$1.28,-$1.28,--
"November 9, 2025",Fee,"Listing fee","Listing #4387205694",USD,--,-$0.20,-$0.20,--
"November 9, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 8, 2025",USD,--,-$2.50,-$2.50,--
"November 8, 2025",Fee,"Listing fee","Listing #4389560293",USD,--,-$0.20,-$0.20,--
"November 8, 2025",Fee,"Listing fee","Listing #4389560293",USD,--,-$1.40,-$1.40,--
"November 8, 2025",Fee,"Transaction fee: Shipping","Order #3854240415",USD,--,-$0.33,-$0.33,--
"November 8, 2025",Fee,"Transaction fee: Skateboard Shelf Mounts: Floating Skateb...","Order #3854240415",USD,--,-$3.97,-$3.97,--
"November 8, 2025",Tax,"Sales tax paid by buyer","Order #3854240415",USD,--,-$4.39,-$4.39,--
"November 8, 2025",Fee,"Processing fee","Order #3854240415",USD,--,-$2.37,-$2.37,--
"November 8, 2025",Sale,"Payment for Order #3854240415",,USD,$70.67,--,$70.67,--
"November 8, 2025",Fee,"Transaction fee: Shipping","Order #3853843163",USD,--,-$1.01,-$1.01,--
"November 8, 2025",Fee,"Transaction fee: Modern Arch Clock | Silent Desk or Mante...","Order #3853843163",USD,--,-$1.93,-$1.93,--
"November 8, 2025",Fee,"Transaction fee: Modern Geometric Valet Tray | Hexagon Ca...","Order #3853843163",USD,--,-$0.83,-$0.83,--
"November 8, 2025",Tax,"Sales tax paid by buyer","Order #3853843163",USD,--,-$3.48,-$3.48,--
"November 8, 2025",Fee,"Processing fee","Order #3853843163",USD,--,-$2.10,-$2.10,--
"November 8, 2025",Sale,"Payment for Order #3853843163",,USD,$61.54,--,$61.54,--
"November 8, 2025",Fee,"Listing fee","Listing #4398529999",USD,--,-$0.20,-$0.20,--
"November 8, 2025",Fee,"Listing fee","Listing #4389061120",USD,--,-$0.20,-$0.20,--
"November 8, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 7, 2025",USD,--,-$2.49,-$2.49,--
"November 7, 2025",Shipping,"USPS shipping label","Label #287492743840",USD,--,-$7.96,-$7.96,--
"November 7, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 6, 2025",USD,--,-$2.50,-$2.50,--
"November 6, 2025",Fee,"Transaction fee: Shipping","Order #3850644118",USD,--,-$0.83,-$0.83,--
"November 6, 2025",Fee,"Transaction fee: Minimalist Wall Mount Toilet Paper Holde...","Order #3850644118",USD,--,-$2.92,-$2.92,--
"November 6, 2025",Tax,"Sales tax paid by buyer","Order #3850644118",USD,--,-$3.71,-$3.71,--
"November 6, 2025",Fee,"Processing fee","Order #3850644118",USD,--,-$2.09,-$2.09,--
"November 6, 2025",Sale,"Payment for Order #3850644118",,USD,$61.44,--,$61.44,--
"November 6, 2025",Fee,"Listing fee","Listing #4395548247",USD,--,-$0.20,-$0.20,--
"November 6, 2025",Fee,"Transaction fee: Shipping","Order #3850252008",USD,--,-$0.80,-$0.80,--
"November 6, 2025",Fee,"Transaction fee: Custom Desk Valet & Headphone Stand | Pe...","Order #3850252008",USD,--,-$1.49,-$1.49,--
"November 6, 2025",Tax,"Sales tax paid by buyer","Order #3850252008",USD,--,-$2.82,-$2.82,--
"November 6, 2025",Fee,"Processing fee","Order #3850252008",USD,--,-$1.39,-$1.39,--
"November 6, 2025",Sale,"Payment for Order #3850252008",,USD,$38.01,--,$38.01,--
"November 6, 2025",Fee,"Listing fee","Listing #4389039835",USD,--,-$0.20,-$0.20,--
"November 6, 2025",Fee,"Transaction fee: Shipping","Order #3850198676",USD,--,-$1.26,-$1.26,--
"November 6, 2025",Fee,"Transaction fee: Modern Headphone Stand | Architectural H...","Order #3850198676",USD,--,-$1.05,-$1.05,--
"November 6, 2025",Tax,"Sales tax paid by buyer","Order #3850198676",USD,--,-$1.50,-$1.50,--
"November 6, 2025",Sale,"Payment for Order #3850198676",,USD,$37.03,--,$37.03,--
"November 6, 2025",Fee,"Processing fee","Order #3850198676",USD,--,-$1.36,-$1.36,--
"November 6, 2025",Fee,"Listing fee","Listing #4389514060",USD,--,-$0.20,-$0.20,--
"November 6, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 5, 2025",USD,--,-$2.50,-$2.50,--
"November 5, 2025",Shipping,"USPS shipping label","Label #288110305761",USD,--,-$6.05,-$6.05,--
"November 5, 2025",Fee,"Transaction fee: Shipping","Order #3848975030",USD,--,-$0.54,-$0.54,--
"November 5, 2025",Fee,"Transaction fee: Rotating Photo Reel | Polaroid & Instax ...","Order #3848975030",USD,--,-$1.88,-$1.88,--
"November 5, 2025",Tax,"Sales tax paid by buyer","Order #3848975030",USD,--,-$3.04,-$3.04,--
"November 5, 2025",Fee,"Processing fee","Order #3848975030",USD,--,-$1.46,-$1.46,--
"November 5, 2025",Sale,"Payment for Order #3848975030",,USD,$40.34,--,$40.34,--
"November 5, 2025",Fee,"Listing fee","Listing #4387205694",USD,--,-$0.20,-$0.20,--
"November 5, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 4, 2025",USD,--,-$2.50,-$2.50,--
"November 5, 2025",Fee,"Listing fee","Listing #4399114898",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Shipping,"USPS shipping label","Label #287221857156",USD,--,-$10.98,-$10.98,--
"November 4, 2025",Shipping,"USPS shipping label","Label #287220518210",USD,--,-$4.87,-$4.87,--
"November 4, 2025",Fee,"Listing fee","Listing #4398535300",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Fee,"Listing fee","Listing #4398529999",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Fee,"Listing fee","Listing #4398525358",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Fee,"Listing fee","Listing #4398503924",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Fee,"Listing fee","Listing #4398514579",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Fee,"Listing fee","Listing #4398496267",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Fee,"Listing fee","Listing #4398495099",USD,--,-$0.20,-$0.20,--
"November 4, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 3, 2025",USD,--,-$2.50,-$2.50,--
"November 3, 2025",Fee,"Transaction fee: Shipping","Order #3848339183",USD,--,-$0.52,-$0.52,--
"November 3, 2025",Fee,"Transaction fee: Headphone Stand with Valet Tray | Tech D...","Order #3848339183",USD,--,-$1.32,-$1.32,--
"November 3, 2025",Tax,"Sales tax paid by buyer","Order #3848339183",USD,--,-$2.33,-$2.33,--
"November 3, 2025",Fee,"Processing fee","Order #3848339183",USD,--,-$1.17,-$1.17,--
"November 3, 2025",Sale,"Payment for Order #3848339183",,USD,$30.53,--,$30.53,--
"November 3, 2025",Fee,"Listing fee","Listing #4389039835",USD,--,-$0.20,-$0.20,--
"November 3, 2025",Shipping,"USPS shipping label","Label #287944884799",USD,--,-$11.01,-$11.01,--
"November 3, 2025",Deposit,"$120.37 sent to your bank account",,USD,--,--,--,--
"November 3, 2025",Fee,"Listing fee","Listing #4397828907",USD,--,-$0.20,-$0.20,--
"November 3, 2025",Fee,"Listing fee","Listing #4397816345",USD,--,-$0.20,-$0.20,--
"November 3, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 2, 2025",USD,--,-$2.50,-$2.50,--
"November 2, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Nov 1, 2025",USD,--,-$2.50,-$2.50,--
"November 1, 2025",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Oct 31, 2025",USD,--,-$2.50,-$2.50,--
"November 1, 2025",Fee,"Transaction fee: Shipping","Order #3845339975",USD,--,-$0.54,-$0.54,--
"November 1, 2025",Fee,"Transaction fee: Unique Spinning Photo Reel - Polaroid & ...","Order #3845339975",USD,--,-$0.78,-$0.78,--
"November 1, 2025",Tax,"Sales tax paid by buyer","Order #3845339975",USD,--,-$0.72,-$0.72,--
"November 1, 2025",Fee,"Processing fee","Order #3845339975",USD,--,-$0.88,-$0.88,--
"November 1, 2025",Sale,"Payment for Order #3845339975",,USD,$21.02,--,$21.02,--
"November 1, 2025",Fee,"Listing fee","Listing #4387205694",USD,--,-$0.20,-$0.20,--
