Date,Type,Title,Info,Currency,Amount,Fees & Taxes,Net,Tax Details,Amount_Clean,Net_Clean,Fees_Clean,Date_Parsed,Month
"January 7, 2026",Shipping,Adjustment for USPS shipping label,Adjustment #296220653725,USD,--,-$3.45,-$3.45,--,0.0,-3.45,-3.45,2026-01-07,2026-01
"January 7, 2026",Shipping,Adjustment for USPS shipping label,Adjustment #296220844279,USD,--,-$1.99,-$1.99,--,0.0,-1.99,-1.99,2026-01-07,2026-01
"January 7, 2026",Shipping,USPS shipping label,Label #295793338786,USD,--,-$7.36,-$7.36,--,0.0,-7.36,-7.36,2026-01-07,2026-01
"January 7, 2026",Shipping,USPS shipping label,Label #295793148596,USD,--,-$5.09,-$5.09,--,0.0,-5.09,-5.09,2026-01-07,2026-01
"January 7, 2026",Shipping,USPS shipping label,Label #296783978389,USD,--,-$4.87,-$4.87,--,0.0,-4.87,-4.87,2026-01-07,2026-01
"January 7, 2026",Shipping,USPS shipping label,Label #295792672448,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2026-01-07,2026-01
"January 7, 2026",Shipping,USPS shipping label,Label #295791739890,USD,--,-$6.60,-$6.60,--,0.0,-6.6,-6.6,2026-01-07,2026-01
"January 7, 2026",Shipping,USPS shipping label,Label #295791605954,USD,--,-$7.67,-$7.67,--,0.0,-7.67,-7.67,2026-01-07,2026-01
"January 7, 2026",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Jan 6, 2026",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2026-01-07,2026-01
"January 7, 2026",Marketing,Fee for sale made through Offsite Ads,Order #3942382093,USD,--,-$9.00,-$9.00,--,0.0,-9.0,-9.0,2026-01-07,2026-01
"January 7, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3942382093,USD,--,-$3.90,-$3.90,--,0.0,-3.9,-3.9,2026-01-07,2026-01
"January 7, 2026",Tax,Sales tax paid by buyer,Order #3942382093,USD,--,-$5.02,-$5.02,--,0.0,-5.02,-5.02,2026-01-07,2026-01
"January 7, 2026",Fee,Processing fee,Order #3942382093,USD,--,-$2.20,-$2.20,--,0.0,-2.2,-2.2,2026-01-07,2026-01
"January 7, 2026",Sale,Payment for Order #3942382093,,USD,$65.01,--,$65.01,--,65.01,65.01,0.0,2026-01-07,2026-01
"January 7, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-07,2026-01
"January 6, 2026",Shipping,Adjustment for USPS shipping label,Adjustment #294347049878,USD,--,-$1.99,-$1.99,--,0.0,-1.99,-1.99,2026-01-06,2026-01
"January 6, 2026",Marketing,Fee for sale made through Offsite Ads,Order #3941952725,USD,--,-$9.00,-$9.00,--,0.0,-9.0,-9.0,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3941952725,USD,--,-$3.90,-$3.90,--,0.0,-3.9,-3.9,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3941952725,USD,--,-$3.60,-$3.60,--,0.0,-3.6,-3.6,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3941952725,USD,--,-$2.16,-$2.16,--,0.0,-2.16,-2.16,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3941952725,,USD,$63.59,--,$63.59,--,63.59,63.59,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3935187078,USD,--,-$3.90,-$3.90,--,0.0,-3.9,-3.9,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3935187078,USD,--,-$3.60,-$3.60,--,0.0,-3.6,-3.6,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3935187078,USD,--,-$2.16,-$2.16,--,0.0,-2.16,-2.16,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3935187078,,USD,$63.59,--,$63.59,--,63.59,63.59,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Marketing,Fee for sale made through Offsite Ads,Order #3935085926,USD,--,-$5.40,-$5.40,--,0.0,-5.4,-5.4,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3935085926,USD,--,-$2.34,-$2.34,--,0.0,-2.34,-2.34,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3935085926,USD,--,-$2.99,-$2.99,--,0.0,-2.99,-2.99,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3935085926,USD,--,-$1.42,-$1.42,--,0.0,-1.42,-1.42,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3935085926,,USD,$38.98,--,$38.98,--,38.98,38.98,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3941737249,USD,--,-$3.90,-$3.90,--,0.0,-3.9,-3.9,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3941737249,USD,--,-$3.75,-$3.75,--,0.0,-3.75,-3.75,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3941737249,USD,--,-$2.16,-$2.16,--,0.0,-2.16,-2.16,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3941737249,,USD,$63.74,--,$63.74,--,63.74,63.74,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Shipping,Order #3934853168,USD,--,-$1.81,-$1.81,--,0.0,-1.81,-1.81,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3934853168,USD,--,-$3.90,-$3.90,--,0.0,-3.9,-3.9,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3934853168,USD,--,-$16.70,-$16.70,--,0.0,-16.7,-16.7,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3934853168,USD,--,-$3.39,-$3.39,--,0.0,-3.39,-3.39,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3934853168,,USD,$104.61,--,$104.61,--,104.61,104.61,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3934836332,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3934836332,USD,--,-$3.10,-$3.10,--,0.0,-3.1,-3.1,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3934836332,USD,--,-$1.54,-$1.54,--,0.0,-1.54,-1.54,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3934836332,,USD,$43.08,--,$43.08,--,43.08,43.08,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Shipping,Order #3934834166,USD,--,-$2.22,-$2.22,--,0.0,-2.22,-2.22,2026-01-06,2026-01
"January 6, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3934834166,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2026-01-06,2026-01
"January 6, 2026",Tax,Sales tax paid by buyer,Order #3934834166,USD,--,-$16.32,-$16.32,--,0.0,-16.32,-16.32,2026-01-06,2026-01
"January 6, 2026",Fee,Processing fee,Order #3934834166,USD,--,-$2.97,-$2.97,--,0.0,-2.97,-2.97,2026-01-06,2026-01
"January 6, 2026",Sale,Payment for Order #3934834166,,USD,$90.51,--,$90.51,--,90.51,90.51,0.0,2026-01-06,2026-01
"January 6, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-06,2026-01
"January 6, 2026",Shipping,USPS shipping label,Label #295704894746,USD,--,-$4.65,-$4.65,--,0.0,-4.65,-4.65,2026-01-06,2026-01
"January 6, 2026",Shipping,USPS shipping label,Label #296699470285,USD,--,-$4.65,-$4.65,--,0.0,-4.65,-4.65,2026-01-06,2026-01
"January 6, 2026",Shipping,USPS shipping label,Label #296698332997,USD,--,-$4.95,-$4.95,--,0.0,-4.95,-4.95,2026-01-06,2026-01
"January 6, 2026",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Jan 5, 2026",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2026-01-06,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295670383574,USD,--,-$5.15,-$5.15,--,0.0,-5.15,-5.15,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295668118836,USD,--,-$6.60,-$6.60,--,0.0,-6.6,-6.6,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295665831108,USD,--,-$5.09,-$5.09,--,0.0,-5.09,-5.09,2026-01-05,2026-01
"January 5, 2026",Shipping,Shipsurance Package Insurance,Label #296661134195,USD,--,-$1.35,-$1.35,--,0.0,-1.35,-1.35,2026-01-05,2026-01
"January 5, 2026",Shipping,Asendia shipping label,Label #296661134195,USD,--,-$27.92,-$27.92,--,0.0,-27.92,-27.92,2026-01-05,2026-01
"January 5, 2026",Marketing,Fee for sale made through Offsite Ads,Order #3934249820,USD,--,-$11.39,-$11.39,--,0.0,-11.39,-11.39,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Shipping,Order #3934249820,USD,--,-$1.81,-$1.81,--,0.0,-1.81,-1.81,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3934249820,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2026-01-05,2026-01
"January 5, 2026",Tax,Sales tax paid by buyer,Order #3934249820,USD,--,-$15.18,-$15.18,--,0.0,-15.18,-15.18,2026-01-05,2026-01
"January 5, 2026",Sale,Payment for Order #3934249820,,USD,$91.09,--,$91.09,--,91.09,91.09,0.0,2026-01-05,2026-01
"January 5, 2026",Fee,Processing fee,Order #3934249820,USD,--,-$2.98,-$2.98,--,0.0,-2.98,-2.98,2026-01-05,2026-01
"January 5, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Shipping,Order #3933968884,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3933968884,USD,--,-$2.08,-$2.08,--,0.0,-2.08,-2.08,2026-01-05,2026-01
"January 5, 2026",Tax,Sales tax paid by buyer,Order #3933968884,USD,--,-$1.92,-$1.92,--,0.0,-1.92,-1.92,2026-01-05,2026-01
"January 5, 2026",Fee,Processing fee,Order #3933968884,USD,--,-$1.63,-$1.63,--,0.0,-1.63,-1.63,2026-01-05,2026-01
"January 5, 2026",Sale,Payment for Order #3933968884,,USD,$46.16,--,$46.16,--,46.16,46.16,0.0,2026-01-05,2026-01
"January 5, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-05,2026-01
"January 5, 2026",Deposit,$497.22 sent to your bank account,,USD,--,--,--,--,0.0,0.0,0.0,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295602528694,USD,--,-$7.17,-$7.17,--,0.0,-7.17,-7.17,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295602513394,USD,--,-$6.59,-$6.59,--,0.0,-6.59,-6.59,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295599836362,USD,--,-$5.15,-$5.15,--,0.0,-5.15,-5.15,2026-01-05,2026-01
"January 5, 2026",Shipping,Asendia shipping label,Label #296598895049,USD,--,-$20.30,-$20.30,--,0.0,-20.3,-20.3,2026-01-05,2026-01
"January 5, 2026",Fee,Listing fee,Listing #4426880576,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295584232134,USD,--,-$7.70,-$7.70,--,0.0,-7.7,-7.7,2026-01-05,2026-01
"January 5, 2026",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Jan 4, 2026",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2026-01-05,2026-01
"January 5, 2026",Shipping,USPS shipping label,Label #295583741082,USD,--,-$10.86,-$10.86,--,0.0,-10.86,-10.86,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Shipping,Order #3933704348,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3933704348,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2026-01-05,2026-01
"January 5, 2026",Tax,Sales tax paid by buyer,Order #3933704348,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2026-01-05,2026-01
"January 5, 2026",Fee,Processing fee,Order #3933704348,USD,--,-$1.15,-$1.15,--,0.0,-1.15,-1.15,2026-01-05,2026-01
"January 5, 2026",Sale,Payment for Order #3933704348,,USD,$29.96,--,$29.96,--,29.96,29.96,0.0,2026-01-05,2026-01
"January 5, 2026",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Shipping,Order #3940543395,USD,--,-$0.48,-$0.48,--,0.0,-0.48,-0.48,2026-01-05,2026-01
"January 5, 2026",Fee,Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...,Order #3940543395,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2026-01-05,2026-01
"January 5, 2026",Tax,Sales tax paid by buyer,Order #3940543395,USD,--,-$1.20,-$1.20,--,0.0,-1.2,-1.2,2026-01-05,2026-01
"January 5, 2026",Sale,Payment for Order #3940543395,,USD,$28.55,--,$28.55,--,28.55,28.55,0.0,2026-01-05,2026-01
"January 5, 2026",Fee,Processing fee,Order #3940543395,USD,--,-$1.11,-$1.11,--,0.0,-1.11,-1.11,2026-01-05,2026-01
"January 5, 2026",Fee,Listing fee,Listing #4426215313,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-05,2026-01
"January 4, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3940080999,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2026-01-04,2026-01
"January 4, 2026",Tax,Sales tax paid by buyer,Order #3940080999,USD,--,-$3.72,-$3.72,--,0.0,-3.72,-3.72,2026-01-04,2026-01
"January 4, 2026",Fee,Processing fee,Order #3940080999,USD,--,-$1.80,-$1.80,--,0.0,-1.8,-1.8,2026-01-04,2026-01
"January 4, 2026",Sale,Payment for Order #3940080999,,USD,$51.71,--,$51.71,--,51.71,51.71,0.0,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3940078717,USD,--,-$4.68,-$4.68,--,0.0,-4.68,-4.68,2026-01-04,2026-01
"January 4, 2026",Tax,Sales tax paid by buyer,Order #3940078717,USD,--,-$6.39,-$6.39,--,0.0,-6.39,-6.39,2026-01-04,2026-01
"January 4, 2026",Fee,Processing fee,Order #3940078717,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2026-01-04,2026-01
"January 4, 2026",Sale,Payment for Order #3940078717,,USD,$78.37,--,$78.37,--,78.37,78.37,0.0,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Marketing,Fee for sale made through Offsite Ads,Order #3932987020,USD,--,-$11.39,-$11.39,--,0.0,-11.39,-11.39,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Shipping,Order #3932987020,USD,--,-$1.81,-$1.81,--,0.0,-1.81,-1.81,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3932987020,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2026-01-04,2026-01
"January 4, 2026",Tax,Sales tax paid by buyer,Order #3932987020,USD,--,-$15.18,-$15.18,--,0.0,-15.18,-15.18,2026-01-04,2026-01
"January 4, 2026",Fee,Processing fee,Order #3932987020,USD,--,-$2.98,-$2.98,--,0.0,-2.98,-2.98,2026-01-04,2026-01
"January 4, 2026",Sale,Payment for Order #3932987020,,USD,$91.09,--,$91.09,--,91.09,91.09,0.0,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3939773555,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2026-01-04,2026-01
"January 4, 2026",Tax,Sales tax paid by buyer,Order #3939773555,USD,--,-$2.88,-$2.88,--,0.0,-2.88,-2.88,2026-01-04,2026-01
"January 4, 2026",Fee,Processing fee,Order #3939773555,USD,--,-$1.78,-$1.78,--,0.0,-1.78,-1.78,2026-01-04,2026-01
"January 4, 2026",Sale,Payment for Order #3939773555,,USD,$50.87,--,$50.87,--,50.87,50.87,0.0,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Shipping,Order #3932658398,USD,--,-$1.81,-$1.81,--,0.0,-1.81,-1.81,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3932658398,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2026-01-04,2026-01
"January 4, 2026",Tax,Sales tax paid by buyer,Order #3932658398,USD,--,-$15.18,-$15.18,--,0.0,-15.18,-15.18,2026-01-04,2026-01
"January 4, 2026",Fee,Processing fee,Order #3932658398,USD,--,-$2.98,-$2.98,--,0.0,-2.98,-2.98,2026-01-04,2026-01
"January 4, 2026",Sale,Payment for Order #3932658398,,USD,$91.09,--,$91.09,--,91.09,91.09,0.0,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Marketing,Fee for sale made through Offsite Ads,Order #3932595010,USD,--,-$6.45,-$6.45,--,0.0,-6.45,-6.45,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Shipping,Order #3932595010,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2026-01-04,2026-01
"January 4, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3932595010,USD,--,-$2.08,-$2.08,--,0.0,-2.08,-2.08,2026-01-04,2026-01
"January 4, 2026",Tax,Sales tax paid by buyer,Order #3932595010,USD,--,-$2.54,-$2.54,--,0.0,-2.54,-2.54,2026-01-04,2026-01
"January 4, 2026",Fee,Processing fee,Order #3932595010,USD,--,-$1.62,-$1.62,--,0.0,-1.62,-1.62,2026-01-04,2026-01
"January 4, 2026",Sale,Payment for Order #3932595010,,USD,$45.54,--,$45.54,--,45.54,45.54,0.0,2026-01-04,2026-01
"January 4, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-04,2026-01
"January 4, 2026",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Jan 3, 2026",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2026-01-04,2026-01
"January 3, 2026",Fee,Transaction fee: Shipping,Order #3939203887,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3939203887,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2026-01-03,2026-01
"January 3, 2026",Buyer Fee,Colorado Retail Delivery Fee (paid by buyer),Order #3939203887,USD,--,-$0.28,-$0.28,--,0.0,-0.28,-0.28,2026-01-03,2026-01
"January 3, 2026",Tax,Sales tax paid by buyer,Order #3939203887,USD,--,-$3.42,-$3.42,--,0.0,-3.42,-3.42,2026-01-03,2026-01
"January 3, 2026",Fee,Processing fee,Order #3939203887,USD,--,-$1.48,-$1.48,--,0.0,-1.48,-1.48,2026-01-03,2026-01
"January 3, 2026",Sale,Payment for Order #3939203887,,USD,$41.10,--,$41.10,--,41.1,41.1,0.0,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3932036978,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2026-01-03,2026-01
"January 3, 2026",Tax,Sales tax paid by buyer,Order #3932036978,USD,--,-$2.88,-$2.88,--,0.0,-2.88,-2.88,2026-01-03,2026-01
"January 3, 2026",Sale,Payment for Order #3932036978,,USD,$50.87,--,$50.87,--,50.87,50.87,0.0,2026-01-03,2026-01
"January 3, 2026",Fee,Processing fee,Order #3932036978,USD,--,-$1.78,-$1.78,--,0.0,-1.78,-1.78,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Rotating Photo Reel | Polaroid & Instax ...,Order #3931944172,USD,--,-$1.56,-$1.56,--,0.0,-1.56,-1.56,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Shipping,Order #3931944172,USD,--,-$0.56,-$0.56,--,0.0,-0.56,-0.56,2026-01-03,2026-01
"January 3, 2026",Tax,Sales tax paid by buyer,Order #3931944172,USD,--,-$2.10,-$2.10,--,0.0,-2.1,-2.1,2026-01-03,2026-01
"January 3, 2026",Fee,Processing fee,Order #3931944172,USD,--,-$1.29,-$1.29,--,0.0,-1.29,-1.29,2026-01-03,2026-01
"January 3, 2026",Sale,Payment for Order #3931944172,,USD,$34.63,--,$34.63,--,34.63,34.63,0.0,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4387205694,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Shipping,Order #3939048555,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3939048555,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2026-01-03,2026-01
"January 3, 2026",Tax,Sales tax paid by buyer,Order #3939048555,USD,--,-$3.43,-$3.43,--,0.0,-3.43,-3.43,2026-01-03,2026-01
"January 3, 2026",Fee,Processing fee,Order #3939048555,USD,--,-$1.51,-$1.51,--,0.0,-1.51,-1.51,2026-01-03,2026-01
"January 3, 2026",Sale,Payment for Order #3939048555,,USD,$42.07,--,$42.07,--,42.07,42.07,0.0,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3931661012,USD,--,-$2.34,-$2.34,--,0.0,-2.34,-2.34,2026-01-03,2026-01
"January 3, 2026",Tax,Sales tax paid by buyer,Order #3931661012,USD,--,-$2.70,-$2.70,--,0.0,-2.7,-2.7,2026-01-03,2026-01
"January 3, 2026",Fee,Processing fee,Order #3931661012,USD,--,-$1.41,-$1.41,--,0.0,-1.41,-1.41,2026-01-03,2026-01
"January 3, 2026",Sale,Payment for Order #3931661012,,USD,$38.69,--,$38.69,--,38.69,38.69,0.0,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Shipping,USPS shipping label,Label #296457376083,USD,--,-$12.59,-$12.59,--,0.0,-12.59,-12.59,2026-01-03,2026-01
"January 3, 2026",Shipping,USPS shipping label,Label #296457353219,USD,--,-$12.59,-$12.59,--,0.0,-12.59,-12.59,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Shipping,Order #3938676683,USD,--,-$1.59,-$1.59,--,0.0,-1.59,-1.59,2026-01-03,2026-01
"January 3, 2026",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3938676683,USD,--,-$2.08,-$2.08,--,0.0,-2.08,-2.08,2026-01-03,2026-01
"January 3, 2026",Tax,Sales tax paid by buyer,Order #3938676683,USD,--,-$3.44,-$3.44,--,0.0,-3.44,-3.44,2026-01-03,2026-01
"January 3, 2026",Fee,Processing fee,Order #3938676683,USD,--,-$2.05,-$2.05,--,0.0,-2.05,-2.05,2026-01-03,2026-01
"January 3, 2026",Sale,Payment for Order #3938676683,,USD,$59.92,--,$59.92,--,59.92,59.92,0.0,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2026-01-03,2026-01
"January 3, 2026",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Jan 2, 2026",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2026-01-03,2026-01
"January 2, 2026",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3937913949,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2026-01-02,2026-01
"January 2, 2026",Tax,Sales tax paid by buyer,Order #3937913949,USD,--,-$2.40,-$2.40,--,0.0,-2.4,-2.4,2026-01-02,2026-01
"January 2, 2026",Sale,Payment for Order #3937913949,,USD,$42.39,--,$42.39,--,42.39,42.39,0.0,2026-01-02,2026-01
"January 2, 2026",Fee,Processing fee,Order #3937913949,USD,--,-$1.52,-$1.52,--,0.0,-1.52,-1.52,2026-01-02,2026-01
